,headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
4843,154,553,187,117,99985.592512,0.1
4844,151,545,185,120,100011.838701,0.1
4845,145,533,182,130,100015.657402,0.1
4846,142,565,200,131,99997.810508,0.1
4847,150,560,191,126,99997.492068,0.1
4848,147,540,190,126,99995.954937,0.1
4849,153,582,197,133,99999.976879,0.1
4850,143,555,194,125,100006.006344,0.1
4851,152,569,188,127,100015.345797,0.1
4852,140,544,184,128,100000.504470,0.1
4853,153,589,197,128,100000.044315,0.1
4854,147,552,188,122,100014.060482,0.1
4855,143,556,196,121,99988.306524,0.1
4856,160,595,202,118,100009.991949,0.1
4857,142,545,192,127,100010.062656,0.1
4858,154,574,192,123,100006.568309,0.1
4859,147,561,189,125,99993.823827,0.1
4860,147,563,185,124,100006.200022,0.1
4861,150,557,189,120,100005.898063,0.1
4862,146,571,199,125,100017.403100,0.1
4863,144,551,193,124,99998.305604,0.1
4864,146,555,193,125,100006.682779,0.1
4865,152,558,188,126,99988.915816,0.1
4866,156,611,204,123,100002.549547,0.1
4867,145,575,190,120,99999.707954,0.1
4868,144,563,197,128,99994.068888,0.1
4869,146,581,195,128,99996.761777,0.1
4870,148,568,195,123,100019.193823,0.1
4871,145,563,189,129,100004.968837,0.1
4872,144,557,187,126,100001.186061,0.1
4873,146,558,186,121,99988.960260,0.1
4874,150,556,188,125,99995.029687,0.1
4875,154,585,196,130,100003.129408,0.1
4876,152,584,197,137,100002.261651,0.1
4877,149,582,202,119,100014.631090,0.1
4878,143,570,200,120,100000.252639,0.1
4879,151,548,184,117,99998.612084,0.1
4880,139,582,197,136,99999.830037,0.1
4881,146,575,193,125,100000.970425,0.1
4882,147,560,198,121,99999.381570,0.1
4883,143,547,187,119,100001.676542,0.1
4884,145,576,202,133,100006.539073,0.1
4885,143,553,183,126,100013.024284,0.1
4886,146,570,199,130,99995.898306,0.1
4887,151,587,197,126,99986.689159,0.1
4888,138,558,185,120,100006.173502,0.1
4889,153,582,197,115,100015.691873,0.1
4890,140,528,187,130,99999.179130,0.1
4891,152,566,190,124,100006.818807,0.1
4892,145,578,195,128,99992.742257,0.1
4893,154,600,209,139,100002.043997,0.1
4894,146,566,194,117,99995.567933,0.1
4895,147,557,191,133,99996.839192,0.1
4896,146,552,184,120,99993.886313,0.1
4897,153,577,195,134,99995.930537,0.1
4898,145,536,183,124,99996.308519,0.1
4899,141,547,187,118,100001.806571,0.1
4900,150,540,174,124,100001.350746,0.1
4901,149,593,197,133,100009.686220,0.1
4902,159,620,214,128,99999.056831,0.1
4903,146,575,194,127,99990.523719,0.1
4904,152,576,202,129,99997.657076,0.1
4905,147,562,183,129,99989.086099,0.1
4906,147,571,194,135,100009.971762,0.1
4907,148,563,191,127,100010.864808,0.1
4908,153,588,202,130,99987.009737,0.1
4909,151,548,185,130,99986.957338,0.1
4910,144,584,196,139,100011.825558,0.1
4911,145,563,183,129,99995.704789,0.1
4912,144,571,194,126,100000.824187,0.1
4913,156,555,175,133,99978.604872,0.1
4914,142,540,180,119,100012.468679,0.1
4915,151,564,190,132,100018.053119,0.1
4916,151,570,188,122,100003.168823,0.1
4917,154,567,186,130,99990.284361,0.1
4918,148,558,190,137,100016.467640,0.1
4919,140,542,184,119,100001.463973,0.1
4920,153,591,200,130,99997.575725,0.1
4921,142,574,200,130,100020.239959,0.1
4922,152,551,182,122,99990.843378,0.1
4923,151,558,190,129,100006.464774,0.1
4924,153,577,196,134,99988.000787,0.1
4925,144,543,183,121,100007.837969,0.1
4926,148,560,190,130,99994.620924,0.1
4927,152,573,193,134,99987.829190,0.1
4928,150,567,195,125,100020.128567,0.1
4929,148,577,196,137,100000.985335,0.1
4930,145,559,197,116,99990.574286,0.1
4931,160,553,179,120,99984.747150,0.1
4932,155,569,188,125,99992.488260,0.1
4933,146,608,187,130,100011.531654,0.1
4934,142,574,194,127,99999.071851,0.1
4935,137,519,174,121,99988.884632,0.1
4936,154,579,199,134,100015.533571,0.1
4937,162,607,200,127,99989.724354,0.1
4938,153,564,190,133,99999.282868,0.1
4939,147,550,184,122,100004.455253,0.1
4940,147,575,199,134,99998.781409,0.1
4941,149,558,190,134,100001.908490,0.1
4942,144,555,186,123,99977.278409,0.1
4943,143,534,179,121,99970.855011,0.1
4944,146,550,190,125,100003.909352,0.1
4945,144,526,180,127,99988.342615,0.1
4946,145,557,193,130,100008.118565,0.1
4947,152,546,181,130,99990.371512,0.1
4948,147,548,187,130,99984.320397,0.1
4949,148,535,175,123,99998.480526,0.1
4950,146,562,197,126,99995.676191,0.1
4951,151,546,179,119,99999.642374,0.1
4952,148,551,179,124,100015.128199,0.1
4953,148,554,191,108,99992.240055,0.1
4954,134,524,181,131,99997.282312,0.1
4955,156,554,182,127,100010.196460,0.1
4956,148,562,196,129,99995.647564,0.1
4957,150,560,190,119,99989.845435,0.1
4958,147,557,192,123,100001.859100,0.1
4959,147,545,177,128,100005.631531,0.1
4960,147,544,183,124,99975.810266,0.1
4961,159,566,193,127,99992.831800,0.1
4962,152,550,184,120,100005.750424,0.1
4963,155,619,199,124,100004.807362,0.1
4964,143,549,187,134,100003.701128,0.1
4965,144,563,191,127,99998.375521,0.1
4966,142,534,184,125,99986.974921,0.1
4967,146,545,190,125,99998.078846,0.1
4968,146,574,201,124,100016.607388,0.1
4969,143,544,188,124,100008.687124,0.1
4970,150,559,182,130,99979.848318,0.1
4971,140,528,183,123,99990.030951,0.1
4972,141,552,193,120,99989.657492,0.1
4973,144,573,201,122,100008.795211,0.1
4974,147,572,192,117,100007.125048,0.1
4975,146,555,195,131,100017.721872,0.1
4976,143,559,198,129,100012.461230,0.1
4977,152,571,193,130,99988.363744,0.1
4978,153,553,181,124,100000.615742,0.1
4979,148,534,180,138,99994.235400,0.1
4980,150,556,190,130,99984.070635,0.1
4981,154,550,179,130,100007.156856,0.1
4982,135,534,186,119,100009.248516,0.1
4983,147,570,188,126,99996.338531,0.1
4984,150,545,187,120,100015.216287,0.1
4985,154,574,204,132,100012.979547,0.1
4986,140,552,193,122,99997.464859,0.1
4987,137,561,176,131,99996.175373,0.1
4988,148,536,170,125,100009.730711,0.1
4989,154,574,198,134,100010.697139,0.1
4990,149,557,186,131,99994.555853,0.1
4991,138,535,188,120,99999.369290,0.1
4992,148,555,190,127,100008.938189,0.1
4993,142,572,193,119,100018.379160,0.1
4994,150,569,196,130,100005.846785,0.1
4995,144,537,184,127,100016.045462,0.1
4996,141,555,186,126,100005.666131,0.1
4997,150,594,197,129,99992.240122,0.1
4998,146,564,184,128,100010.848887,0.1
4999,150,580,200,128,100022.419895,0.1
5000,146,541,187,119,99990.752447,0.1
5001,140,545,181,126,100011.288899,0.1
5002,151,562,189,122,99988.712087,0.1
5003,148,567,180,127,99992.752624,0.1
5004,144,554,186,130,100006.235712,0.1
5005,151,600,192,128,100014.379665,0.1
5006,155,577,190,134,100002.741418,0.1
5007,144,576,197,124,99994.955310,0.1
5008,145,563,192,132,100011.066710,0.1
5009,149,534,174,124,100006.933041,0.1
5010,135,523,181,124,100003.673723,0.1
5011,150,602,205,124,99984.592552,0.1
5012,147,570,192,129,100001.176196,0.1
5013,144,565,199,142,99991.942178,0.1
5014,155,590,199,141,99984.307168,0.1
5015,144,540,182,138,99997.002119,0.1
5016,153,569,191,133,100019.262718,0.1
5017,149,550,184,119,100008.178127,0.1
5018,152,557,188,133,100000.405035,0.1
5019,147,557,186,124,100000.589934,0.1
5020,147,555,187,138,99999.521196,0.1
5021,159,557,181,143,100003.985690,0.1
5022,162,618,208,134,99997.331408,0.1
5023,146,583,195,129,99989.359677,0.1
5024,156,555,178,130,99993.775564,0.1
5025,147,565,194,126,100006.296247,0.1
5026,149,538,188,127,100004.825734,0.1
5027,145,562,186,131,99989.270512,0.1
5028,151,609,195,142,99998.794744,0.1
5029,148,565,200,130,100005.937994,0.1
5030,146,576,199,132,99992.034535,0.1
5031,142,526,176,126,100016.330582,0.1
5032,138,536,186,122,99991.088898,0.1
5033,146,576,188,132,99996.353707,0.1
5034,144,545,191,123,100016.819207,0.1
5035,150,592,187,129,99995.918663,0.1
5036,153,570,200,120,99985.217467,0.1
5037,146,527,171,121,99991.894115,0.1
5038,150,580,192,132,99992.942960,0.1
5039,150,580,192,132,100009.054338,0.1
5040,152,570,192,140,100002.887554,0.1
5041,144,558,199,124,99998.545058,0.1
5042,146,554,190,136,99999.259244,0.1
5043,146,560,196,126,100001.742532,0.1
5044,154,610,206,126,100013.328295,0.1
5045,146,584,198,135,99996.141336,0.1
5046,140,558,182,134,99992.179293,0.1
5047,144,564,190,118,99997.153584,0.1
5048,152,605,185,126,99996.059211,0.1
5049,150,535,183,131,100003.073825,0.1
5050,144,550,186,121,99996.193414,0.1
5051,146,568,194,118,99996.809714,0.1
5052,161,630,210,142,99992.922176,0.1
5053,146,574,200,129,99992.556128,0.1
5054,148,570,196,130,99995.213060,0.1
5055,144,554,192,125,100002.677619,0.1
5056,145,556,189,119,100006.376657,0.1
5057,146,560,183,123,100002.610730,0.1
5058,144,556,182,130,99985.375699,0.1
5059,156,596,200,129,100011.655110,0.1
5060,147,564,191,114,100028.544241,0.1
5061,144,546,186,130,99997.058677,0.1
5062,150,614,197,124,99989.571026,0.1
5063,144,592,206,128,100002.290677,0.1
5064,144,586,206,128,100011.656856,0.1
5065,142,559,188,124,99995.251457,0.1
5066,150,608,196,130,100007.142284,0.1
5067,144,586,196,130,100000.318532,0.1
5068,148,550,196,130,100013.097340,0.1
5069,140,556,190,130,100005.428127,0.1
5070,150,580,192,130,100003.717953,0.1
5071,156,560,192,122,99984.204113,0.1
5072,156,595,205,128,99996.040944,0.1
5073,147,560,189,123,100003.541255,0.1
5074,155,598,199,137,100022.623351,0.1
5075,143,578,193,126,100008.236822,0.1
5076,145,581,206,140,100004.947748,0.1
5077,146,586,187,127,99988.689038,0.1
5078,140,544,188,118,99997.981953,0.1
5079,154,567,193,140,99979.600481,0.1
5080,142,544,179,129,99984.565943,0.1
5081,151,555,185,131,99989.501794,0.1
5082,154,562,192,121,99991.508505,0.1
5083,149,562,190,130,99995.052872,0.1
5084,150,541,191,133,99988.725698,0.1
5085,155,583,188,130,100000.913119,0.1
5086,159,599,200,126,99987.784578,0.1
5087,148,566,189,127,100006.851827,0.1
5088,160,587,200,130,99991.759567,0.1
5089,149,575,204,131,99998.031897,0.1
5090,143,567,196,133,99997.093205,0.1
5091,152,566,200,129,99991.127359,0.1
5092,147,541,196,124,100005.176341,0.1
5093,140,544,181,129,99992.089257,0.1
5094,149,550,193,134,100003.713093,0.1
5095,154,597,197,130,99994.183196,0.1
5096,150,561,192,126,99999.918767,0.1
5097,148,556,192,122,99994.222940,0.1
5098,147,574,194,133,100016.348442,0.1
5099,151,578,197,125,100008.952442,0.1
5100,149,584,197,136,100027.308453,0.1
5101,154,566,188,135,99986.253534,0.1
5102,145,558,188,140,100017.678781,0.1
5103,149,606,214,129,100004.102533,0.1
5104,152,577,185,126,100006.229306,0.1
5105,158,572,183,128,100000.110568,0.1
5106,147,568,193,130,100000.718605,0.1
5107,138,545,186,129,99996.974982,0.1
5108,149,610,196,123,100009.433657,0.1
5109,151,567,194,128,99999.855770,0.1
5110,158,575,197,130,100008.030501,0.1
5111,152,579,197,123,100003.269114,0.1
5112,142,558,195,130,100019.109576,0.1
5113,147,542,186,135,100003.650761,0.1
5114,146,550,188,133,100012.087160,0.1
5115,144,555,196,123,99996.767784,0.1
5116,144,565,191,120,99993.164783,0.1
5117,148,561,196,127,100003.226121,0.1
5118,138,572,193,126,99998.858895,0.1
5119,145,565,189,123,99998.798233,0.1
5120,149,588,201,130,99996.904258,0.1
5121,150,576,195,120,99995.644736,0.1
5122,146,540,177,126,100018.087067,0.1
5123,144,555,190,122,99991.882540,0.1
5124,148,565,193,136,100002.530805,0.1
5125,153,539,175,133,99979.068989,0.1
5126,143,528,178,131,100008.415459,0.1
5127,146,581,182,138,100005.144865,0.1
5128,147,545,189,130,100010.073832,0.1
5129,151,573,196,132,99993.381858,0.1
5130,146,548,187,124,99984.433536,0.1
5131,144,561,200,128,99996.745623,0.1
5132,147,568,196,123,100024.027768,0.1
5133,146,554,193,133,99998.775956,0.1
5134,144,568,196,135,100003.636281,0.1
5135,150,556,192,128,99997.174399,0.1
5136,145,558,192,132,100008.663752,0.1
5137,144,537,182,130,99990.099234,0.1
5138,148,550,190,137,100001.041979,0.1
5139,143,566,196,119,100002.635174,0.1
5140,151,572,188,132,100012.759311,0.1
5141,153,580,200,131,100017.087603,0.1
5142,159,573,194,131,99977.584560,0.1
5143,152,543,187,136,99997.610371,0.1
5144,135,538,189,125,99984.779902,0.1
5145,146,553,189,135,99992.666266,0.1
5146,149,562,187,122,100006.670239,0.1
5147,145,556,188,127,100011.550793,0.1
5148,153,570,187,133,100012.372787,0.1
5149,147,568,192,128,99981.190749,0.1
5150,145,546,187,126,99986.559699,0.1
5151,145,557,191,132,99987.130149,0.1
5152,150,587,196,127,99992.169963,0.1
5153,146,549,187,128,99999.709292,0.1
5154,146,581,193,130,100004.711544,0.1
5155,151,576,198,132,99999.453724,0.1
5156,148,524,181,132,99995.966147,0.1
5157,143,592,203,133,100012.453451,0.1
5158,145,552,191,135,99990.231782,0.1
5159,155,566,193,122,99997.207651,0.1
5160,139,554,194,122,99988.078576,0.1
5161,146,543,185,129,99994.543071,0.1
5162,146,531,178,126,100006.241171,0.1
5163,149,559,194,132,99981.578830,0.1
5164,149,563,192,128,99993.346733,0.1
5165,151,560,194,133,99993.853378,0.1
5166,145,561,191,130,99995.731916,0.1
5167,147,557,189,132,99999.910135,0.1
5168,149,555,190,131,99995.131984,0.1
5169,154,587,194,132,99993.491006,0.1
5170,147,539,180,134,99999.020171,0.1
5171,141,550,192,126,99998.321741,0.1
5172,145,553,183,139,99983.956577,0.1
5173,142,539,187,127,99982.208003,0.1
5174,138,533,185,122,99994.274390,0.1
5175,151,559,190,128,100006.999460,0.1
5176,151,561,187,126,99998.032937,0.1
5177,145,567,194,132,99992.535481,0.1
5178,151,563,181,129,100009.377481,0.1
5179,158,548,183,126,99973.745988,0.1
5180,151,542,182,132,100007.461648,0.1
5181,149,555,191,129,100006.741100,0.1
5182,137,554,191,120,100010.142675,0.1
5183,140,556,196,123,99999.192858,0.1
5184,144,544,181,120,99997.783523,0.1
5185,140,572,183,130,99993.536409,0.1
5186,156,550,182,128,100013.740847,0.1
5187,147,550,188,134,99990.870895,0.1
5188,147,560,193,134,100004.797112,0.1
5189,144,550,189,124,100007.423668,0.1
5190,137,541,191,120,100002.315479,0.1
5191,143,554,194,132,99990.930363,0.1
5192,154,545,190,130,100024.819452,0.1
5193,134,534,186,128,100002.266195,0.1
5194,144,554,193,127,99998.620838,0.1
5195,144,547,183,130,99994.584508,0.1
5196,152,596,203,127,99991.954080,0.1
5197,145,557,188,128,100009.306274,0.1
5198,150,568,200,132,100015.430652,0.1
5199,153,553,183,130,100013.817869,0.1
5200,142,560,192,130,99998.333312,0.1
5201,151,584,204,125,99983.414171,0.1
5202,154,553,185,137,99994.456508,0.1
5203,157,543,168,134,100005.066835,0.1
5204,150,553,187,130,100001.524758,0.1
5205,144,555,187,127,99996.276189,0.1
5206,149,572,196,131,99988.829540,0.1
5207,149,556,181,131,99995.721853,0.1
5208,145,546,190,122,100009.391838,0.1
5209,150,560,189,121,99990.792901,0.1
5210,145,560,195,132,99995.573627,0.1
5211,141,577,193,130,100006.806537,0.1
5212,153,590,200,135,99989.638262,0.1
5213,152,590,198,127,99982.488868,0.1
5214,149,537,179,129,100005.341431,0.1
5215,150,563,194,133,100006.998327,0.1
5216,154,564,189,126,100002.128311,0.1
5217,155,564,189,134,99985.568793,0.1
5218,148,577,197,124,99998.743693,0.1
5219,144,588,206,132,100015.763563,0.1
5220,148,558,194,128,99985.634616,0.1
5221,146,554,190,129,100002.773261,0.1
5222,146,537,177,128,99994.353880,0.1
5223,147,539,182,127,100002.102316,0.1
5224,137,570,201,124,99987.871879,0.1
5225,146,524,171,130,99983.162991,0.1
5226,146,537,183,120,100005.489390,0.1
5227,152,573,202,132,100001.330896,0.1
5228,156,580,190,134,100002.333661,0.1
5229,149,566,185,127,99985.155929,0.1
5230,146,567,192,123,100004.318844,0.1
5231,152,571,187,127,100012.678517,0.1
5232,143,563,200,131,99994.596130,0.1
5233,144,556,193,130,100003.364907,0.1
5234,154,569,191,133,99994.995210,0.1
5235,145,544,181,127,100008.905863,0.1
5236,152,588,200,127,99991.735022,0.1
5237,152,565,193,130,99998.747876,0.1
5238,149,580,196,133,100008.569187,0.1
5239,134,520,179,111,100004.618294,0.1
5240,145,566,197,127,99990.506528,0.1
5241,152,588,197,131,99999.611559,0.1
5242,152,545,187,125,100023.723965,0.1
5243,147,563,198,120,99999.010630,0.1
5244,137,549,183,122,100022.678591,0.1
5245,144,585,196,133,99995.960528,0.1
5246,138,535,180,124,99994.063050,0.1
5247,150,558,189,126,100003.266759,0.1
5248,146,571,197,133,100011.801143,0.1
5249,144,563,196,120,99990.726729,0.1
5250,147,592,201,130,99997.272873,0.1
5251,139,537,187,127,100018.327727,0.1
5252,138,558,193,125,99997.527922,0.1
5253,154,600,204,134,100012.102901,0.1
5254,154,578,189,133,100020.705255,0.1
5255,145,580,194,126,99980.106651,0.1
5256,147,570,183,120,100000.915269,0.1
5257,152,566,191,126,99976.236004,0.1
5258,147,563,190,127,99981.817802,0.1
5259,152,564,187,131,99997.679735,0.1
5260,144,557,194,131,100012.568115,0.1
5261,145,534,183,109,99993.776866,0.1
5262,144,556,192,115,100014.898874,0.1
5263,147,562,183,127,99999.246097,0.1
5264,149,570,194,127,100002.873306,0.1
5265,138,556,179,125,99999.897895,0.1
5266,149,568,189,127,100011.518111,0.1
5267,141,537,184,117,99999.195979,0.1
5268,154,588,198,130,100012.676747,0.1
5269,158,578,198,120,99991.337797,0.1
5270,144,565,188,128,99991.396693,0.1
5271,155,541,168,121,99998.261538,0.1
5272,142,552,185,131,99988.591679,0.1
5273,144,577,197,129,99988.728301,0.1
5274,145,564,191,127,100005.842929,0.1
5275,149,575,198,133,100002.115455,0.1
5276,152,570,187,122,99989.698148,0.1
5277,152,537,182,131,100011.857585,0.1
5278,149,567,187,125,99994.341301,0.1
5279,144,547,185,122,100002.491523,0.1
5280,144,553,192,117,99988.212163,0.1
5281,150,572,197,130,99995.265002,0.1
5282,152,568,184,128,100010.643400,0.1
5283,154,554,183,117,100012.675053,0.1
5284,145,597,206,124,99989.216992,0.1
5285,155,577,195,135,99995.039653,0.1
5286,144,557,192,133,99995.368317,0.1
5287,153,593,199,124,99993.953704,0.1
5288,144,567,192,132,100008.206884,0.1
5289,145,538,184,107,99996.190935,0.1
5290,146,568,194,131,100013.161570,0.1
5291,150,536,181,125,99983.659997,0.1
5292,150,568,197,139,100004.776774,0.1
5293,151,558,192,127,100009.794151,0.1
5294,145,530,174,119,99991.860841,0.1
5295,145,565,189,133,99996.865557,0.1
5296,146,555,189,132,99988.583190,0.1
5297,144,547,186,126,99992.175471,0.1
5298,148,556,194,127,99989.849972,0.1
5299,150,611,205,119,100010.715493,0.1
5300,146,574,193,134,99991.481341,0.1
5301,138,547,188,122,100017.285818,0.1
5302,158,552,189,134,100011.712792,0.1
5303,147,567,189,127,99993.850588,0.1
5304,147,527,175,127,99998.167689,0.1
5305,155,551,187,137,99986.649442,0.1
5306,149,547,183,133,99982.527900,0.1
5307,153,557,186,134,100008.160648,0.1
5308,145,572,206,137,100004.762303,0.1
5309,147,548,185,134,100002.350783,0.1
5310,147,556,190,131,100014.286928,0.1
5311,149,574,190,127,100000.434121,0.1
5312,146,560,190,120,99998.731055,0.1
5313,147,562,192,131,100000.345981,0.1
5314,153,580,199,130,100011.848199,0.1
5315,147,567,194,134,99986.904757,0.1
5316,144,548,192,130,99998.131980,0.1
5317,145,552,192,137,100019.693263,0.1
5318,153,576,197,140,100001.500654,0.1
5319,148,575,193,125,99994.759351,0.1
5320,142,523,183,127,100017.846660,0.1
5321,146,565,194,127,100000.319078,0.1
5322,147,582,191,128,100011.212879,0.1
5323,143,546,197,114,99996.342620,0.1
5324,150,547,187,118,100007.798442,0.1
5325,147,531,177,124,99995.873455,0.1
5326,140,539,189,121,100005.211704,0.1
5327,141,560,191,123,100009.431566,0.1
5328,149,569,194,127,99987.812268,0.1
5329,154,554,181,129,99993.338230,0.1
5330,154,587,206,137,100004.724272,0.1
5331,151,569,180,140,100006.612910,0.1
5332,154,575,193,131,99996.379774,0.1
5333,144,542,177,118,100008.768081,0.1
5334,138,555,193,121,100016.940513,0.1
5335,140,563,183,131,99996.236401,0.1
5336,152,587,200,126,99990.800253,0.1
5337,151,577,184,133,100003.971117,0.1
5338,146,527,175,118,99999.279589,0.1
5339,145,544,193,121,100002.053170,0.1
5340,145,555,189,122,100011.320649,0.1
5341,149,571,192,138,99996.999187,0.1
5342,139,554,194,138,100009.458668,0.1
5343,154,585,206,140,100009.685737,0.1
5344,146,557,187,122,99994.222202,0.1
5345,147,578,200,137,99983.671568,0.1
5346,149,527,173,128,99982.569242,0.1
5347,150,573,189,131,100014.079827,0.1
5348,142,563,190,124,100031.320297,0.1
5349,146,591,200,132,100004.638128,0.1
5350,154,594,205,135,100005.544947,0.1
5351,147,538,178,113,100007.992161,0.1
5352,150,567,194,130,99997.464074,0.1
5353,142,541,183,125,100000.876906,0.1
5354,145,548,188,128,99993.390483,0.1
5355,161,551,185,133,100005.495705,0.1
5356,152,577,183,135,100007.719333,0.1
5357,143,533,187,122,100006.919214,0.1
5358,144,549,185,127,99988.899911,0.1
5359,156,597,199,129,100013.320514,0.1
5360,150,577,199,139,100006.487896,0.1
5361,155,562,189,131,99999.993956,0.1
5362,144,539,182,127,100001.288017,0.1
5363,150,595,204,133,99988.218352,0.1
5364,143,569,197,121,99999.258958,0.1
5365,141,544,187,120,99999.537142,0.1
5366,131,523,187,118,100012.569171,0.1
5367,150,553,181,131,100000.560671,0.1
5368,144,590,194,124,99998.742683,0.1
5369,145,555,194,120,100000.493797,0.1
5370,150,555,189,118,100000.504672,0.1
5371,149,545,183,127,99993.974304,0.1
5372,144,554,178,124,100004.343255,0.1
5373,143,634,214,142,99992.484687,0.1
5374,145,558,193,117,99996.254935,0.1
5375,151,585,205,133,99984.246530,0.1
5376,148,562,196,125,100003.046130,0.1
5377,157,558,184,136,100000.775104,0.1
5378,145,583,194,130,99989.939442,0.1
5379,139,521,179,127,99995.559323,0.1
5380,150,559,195,129,100011.611420,0.1
5381,160,587,191,123,99997.309098,0.1
5382,167,581,186,130,99983.369487,0.1
5383,142,537,182,126,100016.361299,0.1
5384,143,543,187,125,100013.200573,0.1
5385,141,526,183,123,99999.109648,0.1
5386,143,555,196,126,99994.995310,0.1
5387,147,550,193,127,99990.643751,0.1
5388,148,572,197,133,99998.805281,0.1
5389,147,525,177,122,99999.121902,0.1
5390,152,587,201,138,99985.219768,0.1
5391,150,556,189,134,100001.252402,0.1
5392,152,578,195,132,100001.958323,0.1
5393,157,583,198,131,100008.867551,0.1
5394,137,518,181,120,100000.139235,0.1
5395,141,567,187,123,99979.056193,0.1
5396,150,574,196,127,99996.144785,0.1
5397,152,574,199,134,99985.910272,0.1
5398,144,550,191,132,100000.764415,0.1
5399,152,561,192,139,99995.875034,0.1
5400,146,587,192,121,100004.827900,0.1
5401,153,574,186,129,100006.660297,0.1
5402,146,575,190,124,100001.049098,0.1
5403,147,568,191,131,99984.364949,0.1
5404,149,570,181,134,100009.586429,0.1
5405,153,577,194,129,99984.580277,0.1
5406,156,610,196,139,99996.819827,0.1
5407,145,566,191,123,99985.772302,0.1
5408,144,550,192,127,99998.304592,0.1
5409,143,550,184,119,100014.615776,0.1
5410,144,544,184,113,100007.499862,0.1
5411,148,538,178,127,100003.382315,0.1
5412,144,550,184,121,99996.848291,0.1
5413,143,544,177,122,100004.714376,0.1
5414,151,566,194,137,99982.547183,0.1
5415,144,547,189,121,99987.217134,0.1
5416,149,578,196,133,100007.563029,0.1
5417,143,564,192,121,99995.708440,0.1
5418,154,555,190,137,100012.821852,0.1
5419,157,607,201,138,99986.720149,0.1
5420,147,582,207,130,100013.850318,0.1
5421,144,538,184,130,100002.953833,0.1
5422,147,564,196,122,100006.890912,0.1
5423,150,558,188,127,100003.307673,0.1
5424,145,564,197,132,100030.127546,0.1
5425,144,525,173,116,99989.014170,0.1
5426,148,560,194,126,99992.278372,0.1
5427,153,577,194,126,99992.862412,0.1
5428,150,544,177,125,100017.142367,0.1
5429,155,595,193,147,100004.848296,0.1
5430,144,564,196,129,100000.407778,0.1
5431,146,562,193,133,99983.237352,0.1
5432,142,524,182,129,100008.883685,0.1
5433,142,542,185,128,100009.561757,0.1
5434,148,570,198,145,100018.481918,0.1
5435,148,555,190,131,99997.159711,0.1
5436,153,543,180,131,99992.056186,0.1
5437,157,555,180,129,100001.112964,0.1
5438,139,527,184,123,99997.153723,0.1
5439,145,583,185,137,99988.292980,0.1
5440,153,552,187,132,100011.243188,0.1
5441,147,579,202,131,100019.738378,0.1
5442,142,546,190,121,100007.836044,0.1
5443,139,531,180,123,99997.567600,0.1
5444,142,554,192,123,99992.719358,0.1
5445,161,595,194,137,100003.330107,0.1
5446,152,518,168,118,99988.913477,0.1
5447,151,572,195,133,100006.665983,0.1
5448,149,557,194,124,99997.646557,0.1
5449,143,547,194,128,99993.045492,0.1
5450,146,554,194,124,100003.417715,0.1
5451,149,557,196,135,99999.668035,0.1
5452,145,554,195,134,99996.000400,0.1
5453,146,577,189,132,100006.812235,0.1
5454,149,554,188,131,99993.822928,0.1
5455,154,570,189,126,99990.188890,0.1
5456,138,531,183,130,99983.287062,0.1
5457,149,588,198,138,100028.217889,0.1
5458,149,610,193,138,99989.213166,0.1
5459,144,557,195,131,100004.204034,0.1
5460,152,588,202,132,100012.028035,0.1
5461,139,551,189,129,99981.670307,0.1
5462,158,547,182,138,99995.111854,0.1
5463,152,556,188,125,100011.547661,0.1
5464,140,568,185,125,99997.149817,0.1
5465,145,541,184,131,100011.627505,0.1
5466,143,555,191,134,99998.648059,0.1
5467,148,576,199,126,100002.937665,0.1
5468,151,564,190,132,100014.454567,0.1
5469,158,550,179,131,99987.564380,0.1
5470,156,554,182,134,99981.869823,0.1
5471,155,589,199,129,100010.370604,0.1
5472,152,540,169,128,100020.959251,0.1
5473,149,561,190,129,99997.998143,0.1
5474,141,557,192,123,100001.411573,0.1
5475,148,547,187,135,99994.114239,0.1
5476,145,546,190,131,100007.876877,0.1
5477,146,570,198,134,100006.612493,0.1
5478,144,580,184,135,100005.926456,0.1
5479,153,548,184,135,99987.978846,0.1
5480,156,602,195,137,99995.408846,0.1
5481,154,594,198,132,100002.620587,0.1
5482,151,561,194,131,100013.909572,0.1
5483,151,574,196,138,99990.518135,0.1
5484,149,568,192,118,99980.682956,0.1
5485,146,568,197,131,100007.160883,0.1
5486,146,547,183,132,100007.041435,0.1
5487,150,557,188,131,99997.319541,0.1
5488,159,601,202,133,99989.315400,0.1
5489,152,567,191,127,99971.550624,0.1
5490,151,586,200,138,99999.416607,0.1
5491,153,551,181,133,100003.165300,0.1
5492,157,593,188,140,99993.162867,0.1
5493,151,550,188,128,99997.874924,0.1
5494,143,598,198,129,99988.318579,0.1
5495,152,580,190,126,99995.929869,0.1
5496,146,588,198,133,99996.661439,0.1
5497,150,535,175,128,99990.698846,0.1
5498,152,562,193,135,99995.145997,0.1
5499,149,554,185,131,99991.393853,0.1
5500,143,549,187,124,100008.843229,0.1
5501,157,565,190,134,100004.911773,0.1
5502,145,580,201,130,99989.821009,0.1
5503,147,559,189,134,99986.475976,0.1
5504,154,598,201,139,100008.779276,0.1
5505,149,562,199,131,100007.288070,0.1
5506,148,552,194,132,99996.352090,0.1
